Respondent,Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,YearsCodingProf,JobSearchStatus,LastNewJob,AssessBenefits11,Salary,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,FrameworkWorkedWith,IDE,OperatingSystem,NumberMonitors,AdBlocker,AdsAgreeDisagree2,StackOverflowRecommend,StackOverflowVisit,StackOverflowHasAccount,StackOverflowParticipate,StackOverflowJobs,StackOverflowDevStory,StackOverflowJobsRecommend,StackOverflowConsiderMember
68983,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",20 to 99 employees,Full-stack developer,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,,,C#;JavaScript;SQL;VB.NET;HTML;CSS,SQL Server,Windows Desktop or Server,Spring,Visual Studio,Windows,2,No,Somewhat agree,6,A few times per week,Yes,A few times per week,Yes,"No, I know what it is but I don't have one",4,Yes
69537,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",Fewer than 10 employees,Back-end developer;Front-end developer;Full-stack developer,6-8 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,9.0,7700,JavaScript;TypeScript;HTML;CSS,,Mac OS,Angular,Visual Studio Code,MacOS,1,No,Neither agree nor disagree,10 (Very Likely),Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, I have one but it's out of date",10 (Very Likely),I'm not sure
69539,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;Full-stack developer,12-14 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,2.0,71500,Go;Groovy;Java;JavaScript;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;PostgreSQL;Oracle;MariaDB,Linux;Mac OS;Windows Desktop or Server,Node.js;Spring,IntelliJ;Visual Studio Code,MacOS,2,Yes,Strongly agree,10 (Very Likely),Multiple times per day,No,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,Yes
69945,Yes,Yes,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",,100 to 499 employees,Data or business analyst;Data scientist or machine learning specialist,9-11 years,3-5 years,I am actively looking for a job,Less than a year ago,1.0,4200,Python;R;SQL;Cobol,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Windows Desktop or Server,Hadoop;Spark,IPython / Jupyter;Notepad++;PyCharm;RStudio,Windows,2,Yes,Somewhat agree,9,Multiple times per day,Yes,Multiple times per day,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,Yes
70200,Yes,Yes,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","10,000 or more employees",Designer;Front-end developer;Full-stack developer,9-11 years,9-11 years,I am not interested in new job opportunities,Less than a year ago,4.0,168000,C#;Java;JavaScript;Python;Ruby;SQL;TypeScript;HTML;CSS,SQL Server;MySQL;PostgreSQL,,Node.js;React,Atom;IntelliJ;Visual Studio Code,Windows,3,Yes,Somewhat agree,10 (Very Likely),Daily or almost daily,Yes,A few times per week,Yes,"No, I have one but it's out of date",6,Yes
70754,No,No,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",10 to 19 employees,Front-end developer;Mobile developer,12-14 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,5.0,4000,JavaScript;Objective-C;TypeScript;HTML;CSS,MySQL;Oracle,iOS,Cordova,Atom;Eclipse;Notepad++;Xcode,MacOS,2,No,Somewhat agree,10 (Very Likely),A few times per week,Yes,A few times per month or weekly,Yes,"No, I have one but it's out of date",7,Yes
70773,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",Fewer than 10 employees,Back-end developer;Designer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer,15-17 years,9-11 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,,,C#;JavaScript;SQL;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Windows Phone,,Notepad++;Visual Studio,Windows,2,Yes,Neither agree nor disagree,,,,,,,,
70784,Yes,Yes,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",DevOps specialist,9-11 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,4.0,132000,Go;Python;Ruby;Bash/Shell,MongoDB;Redis;MySQL;PostgreSQL;Amazon RDS/Aurora,AWS;Azure;Google Cloud Platform/App Engine;Linux;Mac OS;Serverless,Django;Spring,Atom;Eclipse;Emacs;Sublime Text;Vim,Windows,1,Yes,Strongly disagree,10 (Very Likely),Multiple times per day,Yes,Daily or almost daily,Yes,"No, I have one but it's out of date",10 (Very Likely),Yes
70797,Yes,No,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;Full-stack developer,9-11 years,,,,,,,,,,,,,,,9,Daily or almost daily,Yes,A few times per month or weekly,Yes,"No, I have one but it's out of date",8,Yes
71577,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration","5,000 to 9,999 employees",Back-end developer,3-5 years,,,,,,JavaScript;PHP;Python;Scala;HTML;CSS;Bash/Shell,Redis;SQL Server;MySQL;SQLite;MariaDB;Apache Hive;Elasticsearch,AWS;Linux;Mac OS,Django;Hadoop;Spark,IntelliJ;Sublime Text;Vim,Linux-based,2,No,Neither agree nor disagree,9,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, and I don't know what that is",7,No
71942,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",Fewer than 10 employees,Data or business analyst;Database administrator;DevOps specialist;Full-stack developer;System administrator,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,3.0,3400,JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,MySQL;MariaDB,AWS;IBM Cloud or Watson;SharePoint;WordPress,Node.js,PHPStorm;Sublime Text,Windows,2,Yes,Somewhat agree,10 (Very Likely),A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,I'm not sure
72112,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer,12-14 years,12-14 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,,,,,,,,,,,,,,,,,,,
72157,Yes,Yes,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer,6-8 years,3-5 years,I am not interested in new job opportunities,Between 1 and 2 years ago,3.0,11000,C++;Ocaml,Elasticsearch,Linux,,Emacs,Linux-based,1,Yes,Neither agree nor disagree,5,A few times per month or weekly,I'm not sure / I can't remember,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,No
72758,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;Product manager,24-26 years,24-26 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,1.0,7000,JavaScript;Perl;PHP;Swift;CSS,Redis;MySQL;SQLite;MariaDB,AWS;iOS;Linux,,Sublime Text;Vim;Visual Studio Code;Xcode,MacOS,2,No,Strongly agree,10 (Very Likely),A few times per week,Yes,Daily or almost daily,Yes,,10 (Very Likely),Yes
73025,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",20 to 99 employees,Back-end developer;Designer;DevOps specialist;Engineering manager;Full-stack developer;Product manager,6-8 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,8.0,,Assembly;C;C++;C#;Java;JavaScript;PHP;SQL;TypeScript;VBA;VB.NET;Visual Basic 6;HTML;CSS,Cassandra;Redis;SQL Server;MySQL;MariaDB;Elasticsearch,AWS;Drupal;Linux,Angular;.NET Core;Node.js;React,Eclipse;IntelliJ;NetBeans;Notepad++;PHPStorm;Sublime Text;Vim;Visual Studio Code,,2,No,Strongly disagree,10 (Very Likely),Daily or almost daily,Yes,A few times per week,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,Yes
73540,Yes,No,Singapore,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer;Data or business analyst;Full-stack developer;Student,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,,,C#;Java;JavaScript;Matlab;Python;R;SQL;HTML;CSS;Bash/Shell,Cassandra;MongoDB;MySQL;PostgreSQL;SQLite;Oracle;MariaDB;Google Cloud Storage;Elasticsearch,Google Cloud Platform/App Engine;Linux;Mac OS;SharePoint;Windows Desktop or Server,Django;Node.js;TensorFlow,IntelliJ;IPython / Jupyter;Notepad++;PyCharm;Sublime Text;Vim;Visual Studio,Windows,2,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
74420,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Full-stack developer,3-5 years,,,,,,,,,,,,,,,9,A few times per week,Yes,,,,,
74457,Yes,Yes,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Web development or web design,"1,000 to 4,999 employees",Designer;Front-end developer,3-5 years,,,,,,,,,,,,,,,10 (Very Likely),Multiple times per day,Yes,,,,,
75664,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Web development or web design,20 to 99 employees,Back-end developer;Database administrator;DevOps specialist;Educator or academic researcher;Front-end developer;Full-stack developer;Mobile developer;QA or test developer;System administrator,9-11 years,0-2 years,I am actively looking for a job,Between 1 and 2 years ago,1.0,2500,C#;JavaScript;PHP;Python;SQL;Swift;VB.NET;HTML;CSS;Bash/Shell,MySQL;SQLite;MariaDB,Apple Watch or Apple TV;iOS;Linux;Mac OS,Node.js,PHPStorm;Sublime Text;Vim;Visual Studio Code;Xcode,MacOS,2,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,Multiple times per day,Yes,Yes,10 (Very Likely),Yes
76397,No,No,Singapore,"Yes, full-time",Employed part-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Mathematics or statistics,20 to 99 employees,Data or business analyst;Product manager;Student,0-2 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,3.0,,,,,Django;Xamarin,Atom;RStudio,MacOS,1,Yes,Somewhat disagree,9,Less than once per month or monthly,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,I'm not sure
76740,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A business discipline (ex. accounting, finance, marketing)","10,000 or more employees",Full-stack developer,3-5 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,2.0,75000,Java;JavaScript;SQL;HTML;CSS,Cassandra;Elasticsearch,,Angular;React;Spring,Eclipse;IntelliJ;IPython / Jupyter;Sublime Text,Windows,2,Yes,Neither agree nor disagree,9,Multiple times per day,Yes,A few times per week,Yes,"No, I know what it is but I don't have one",5,Yes
76892,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;DevOps specialist,12-14 years,9-11 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,4.0,10000,Java,Oracle,,Spring,IntelliJ;Visual Studio Code,MacOS,1,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,A few times per week,Yes,"No, and I don't know what that is",8,Yes
77917,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",10 to 19 employees,Back-end developer;Mobile developer,9-11 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,4.0,4400,Java;JavaScript;Objective-C;SQL;Swift;TypeScript;HTML;CSS,MySQL;IBM Db2,iOS,Angular;Spring,Eclipse;Sublime Text;Vim;Xcode,MacOS,1,Yes,Neither agree nor disagree,10 (Very Likely),Daily or almost daily,Yes,A few times per month or weekly,Yes,"No, and I don't know what that is",0 (Not Likely),Yes
77953,Yes,Yes,Singapore,"Yes, full-time",Employed full-time,"Professional degree (JD, MD, etc.)",Mathematics or statistics,20 to 99 employees,Back-end developer;Full-stack developer;Student,6-8 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,7.0,600000,C;C++;Go;Haskell;Java;Python;Rust;Scala;Ocaml;Bash/Shell,Redis,Linux;Mac OS,Django,Android Studio;IntelliJ;IPython / Jupyter;PyCharm;Vim;Visual Studio Code,Linux-based,1,Yes,Strongly agree,10 (Very Likely),A few times per week,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
78114,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;Designer;Front-end developer;Full-stack developer;Mobile developer,6-8 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,10.0,,JavaScript;PHP;SQL;HTML;CSS,MongoDB;Redis;SQL Server;MySQL;SQLite,WordPress,Angular;Node.js,Android Studio;Sublime Text,MacOS,1,Yes,Neither agree nor disagree,10 (Very Likely),Multiple times per day,Yes,,,,,
78467,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;Front-end developer;Full-stack developer,0-2 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,6.0,2600,C#;Java;JavaScript;PHP;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,SQL Server;MySQL,Android;Google Cloud Platform/App Engine;Linux;Raspberry Pi;Windows Desktop or Server,Angular;Node.js,Android Studio;Atom;Sublime Text;Visual Studio;Visual Studio Code,Windows,2,Yes,Strongly agree,10 (Very Likely),Multiple times per day,Yes,A few times per week,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,I'm not sure
78492,Yes,Yes,Singapore,No,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,Fewer than 10 employees,Back-end developer;Engineering manager;Full-stack developer,6-8 years,6-8 years,I am not interested in new job opportunities,Less than a year ago,,140000,Go;JavaScript,MongoDB;Redis;MySQL;PostgreSQL;Google BigQuery;Google Cloud Storage;Elasticsearch,AWS;Google Cloud Platform/App Engine;Heroku;Serverless;Firebase,Node.js;React,IntelliJ;Vim;Visual Studio Code,MacOS,2,Yes,,10 (Very Likely),A few times per week,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,I'm not sure
78822,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",100 to 499 employees,Back-end developer;Full-stack developer,9-11 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,,5500,C#;JavaScript;SQL;HTML;CSS,"SQL Server;MySQL;Memcached;Microsoft Azure (Tables, CosmosDB, SQL, etc)",AWS;Azure,Angular;.NET Core;Node.js;Xamarin,Notepad++;Visual Studio;Visual Studio Code,Windows,2,No,Somewhat disagree,10 (Very Likely),Daily or almost daily,Yes,A few times per month or weekly,Yes,Yes,10 (Very Likely),Yes
78885,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer,12-14 years,9-11 years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,11.0,155000,Java;JavaScript;R;SQL;HTML,Oracle,Linux;Mac OS,Angular;Hadoop;Spark;Spring,IntelliJ;RStudio,Windows,2,Yes,Strongly agree,8,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, and I don't know what that is",8,I'm not sure
79206,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Fewer than 10 employees,Back-end developer,0-2 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,11.0,,C#;JavaScript;SQL;VB.NET,SQL Server;MySQL,AWS;Windows Desktop or Server,Angular;.NET Core,Visual Studio,Windows,2,Yes,Neither agree nor disagree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,Yes
79635,No,No,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;Engineering manager,15-17 years,9-11 years,I am not interested in new job opportunities,Less than a year ago,7.0,13500,Clojure;Java;JavaScript;HTML;CSS,SQL Server;MySQL;PostgreSQL;SQLite;Apache HBase,Linux;Windows Desktop or Server,Hadoop;Node.js;Spark;Spring,Eclipse;IntelliJ;Vim;Visual Studio Code,Windows,3,Yes,Strongly agree,10 (Very Likely),Multiple times per day,Yes,A few times per week,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I have one but it's out of date",,Yes
79669,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Web development or web design,"5,000 to 9,999 employees",DevOps specialist,6-8 years,,,,,,,,,,,,,,,10 (Very Likely),Daily or almost daily,Yes,A few times per week,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,No
79793,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Mathematics or statistics,"10,000 or more employees",Back-end developer;Desktop or enterprise applications developer;Front-end developer,18-20 years,15-17 years,I am actively looking for a job,More than 4 years ago,,,,,,,,,,,,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,Yes,"No, and I don't know what that is",2,Yes
79860,No,No,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Data or business analyst;DevOps specialist;Full-stack developer,9-11 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,9.0,150000,C;C#;Groovy;Java;JavaScript;SQL;HTML;Bash/Shell,SQL Server;Oracle;Elasticsearch,Windows Desktop or Server,,Atom;Eclipse;IntelliJ;Notepad++;Vim,Windows,3,Yes,Somewhat disagree,0 (Not Likely),A few times per month or weekly,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,No
80068,Yes,No,Singapore,"Yes, full-time",Employed part-time,,,20 to 99 employees,Back-end developer;Student,3-5 years,,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,5.0,5000,JavaScript;Lua;PHP;R;SQL;VBA;HTML;CSS,SQL Server;MySQL;SQLite,Android;iOS;WordPress;Firebase,Node.js;Cordova,Atom;NetBeans;Notepad++,Windows,2,No,Neither agree nor disagree,10 (Very Likely),Daily or almost daily,Yes,A few times per week,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",Yes,,Yes
80073,Yes,No,Singapore,No,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,Fewer than 10 employees,"Back-end developer;C-suite executive (CEO, CTO, etc.)",21-23 years,,,,,,JavaScript;Python;HTML;CSS,Redis;MySQL;PostgreSQL,,Django,PyCharm,Windows,2,Yes,Strongly disagree,10 (Very Likely),A few times per week,Yes,A few times per week,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,No
81470,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",500 to 999 employees,Data or business analyst,9-11 years,3-5 years,I am not interested in new job opportunities,Between 2 and 4 years ago,5.0,50000,C++;C#;Java;JavaScript;SQL;VB.NET;HTML;CSS,SQL Server;MySQL,Windows Desktop or Server,.NET Core,Eclipse;Notepad++;RStudio;Visual Studio;Visual Studio Code,Windows,2,Yes,Somewhat disagree,8,Daily or almost daily,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
81517,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","5,000 to 9,999 employees",Back-end developer;Front-end developer;Full-stack developer,9-11 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,1.0,58000,C;Java;JavaScript;SQL;TypeScript;HTML;CSS,MongoDB;MySQL;MariaDB;Apache Hive,AWS;IBM Cloud or Watson,Angular;Hadoop;Spring,Atom;Eclipse;Notepad++,Linux-based,2,Yes,Neither agree nor disagree,9,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, and I don't know what that is",10 (Very Likely),I'm not sure
82745,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","5,000 to 9,999 employees",Front-end developer,12-14 years,6-8 years,I am actively looking for a job,Between 2 and 4 years ago,,52380,JavaScript;TypeScript;HTML;CSS,MySQL;Google Cloud Storage,Android;Mac OS;Windows Desktop or Server;Firebase,Angular;Node.js,Visual Studio Code,MacOS,2,Yes,Somewhat agree,10 (Very Likely),Daily or almost daily,Yes,A few times per week,Yes,"No, and I don't know what that is",5,Yes
82926,No,No,Singapore,"Yes, part-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Data or business analyst;Data scientist or machine learning specialist;Database administrator;DevOps specialist,21-23 years,15-17 years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,6.0,,C#;Python;R;SQL,SQL Server,Android;iOS,Xamarin,IPython / Jupyter;RStudio;Visual Studio,Windows,2,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,I'm not sure
82974,Yes,No,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;Engineering manager;Front-end developer,18-20 years,,,,,,,,,,,,,,,,,,,,,,
83059,Yes,No,Singapore,No,Employed part-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Full-stack developer,12-14 years,12-14 years,I am actively looking for a job,Between 2 and 4 years ago,4.0,3800,C;C++;C#;Java;JavaScript;PHP;SQL;VBA;VB.NET;Visual Basic 6;HTML;CSS,SQL Server;MySQL;Oracle,Azure;Windows Desktop or Server;Firebase,.NET Core,Android Studio;Eclipse;Notepad++;Visual Studio;Visual Studio Code,Windows,2,No,Somewhat agree,10 (Very Likely),Daily or almost daily,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I have one but it's out of date",,Yes
83106,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",10 to 19 employees,Back-end developer;Front-end developer;Full-stack developer,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,7.0,5500,C#;CoffeeScript;Go;JavaScript;PHP;Python;Ruby;SQL;TypeScript;VB.NET;HTML;CSS;Bash/Shell,MongoDB;Redis;SQL Server;MySQL;PostgreSQL;SQLite;Amazon DynamoDB;Amazon Redshift;Neo4j;Elasticsearch,AWS;Drupal;Google Cloud Platform/App Engine;Linux;Mac OS;WordPress,Angular;Node.js;React;TensorFlow,Visual Studio Code,MacOS,2,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, and I don't know what that is",5,No
83202,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","5,000 to 9,999 employees",Back-end developer;Desktop or enterprise applications developer;Full-stack developer,6-8 years,6-8 years,I am actively looking for a job,Between 2 and 4 years ago,7.0,,Java;JavaScript;SQL;CSS,Cassandra;MySQL;Oracle;IBM Db2,,Node.js;React;Spark;Spring,Atom;Eclipse;Notepad++;Visual Studio Code,Windows,2,Yes,Strongly disagree,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,Yes,"No, I have one but it's out of date",5,Yes
83309,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",20 to 99 employees,Back-end developer,0-2 years,0-2 years,I am not interested in new job opportunities,Less than a year ago,,,,,,,,,,,,10 (Very Likely),Multiple times per day,I'm not sure / I can't remember,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,I'm not sure
83642,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",500 to 999 employees,DevOps specialist;System administrator,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,3.0,5500,Haskell;Bash/Shell,,AWS;Linux,,IPython / Jupyter;Vim,Linux-based,2,Yes,Somewhat disagree,8,A few times per week,Yes,Less than once per month or monthly,Yes,"No, I have one but it's out of date",2,I'm not sure
84010,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Mobile developer,6-8 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,11.0,70000,Objective-C;Swift,MySQL,Android;iOS,,Android Studio;Xcode,MacOS,1,Yes,Neither agree nor disagree,10 (Very Likely),Multiple times per day,Yes,Multiple times per day,Yes,"No, I have one but it's out of date",9,Yes
84344,Yes,Yes,Singapore,No,Employed full-time,"Other doctoral degree (Ph.D, Ed.D., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Data scientist or machine learning specialist,15-17 years,9-11 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,6.0,7800,C;C++;Matlab;Python;Bash/Shell,,Linux,,Eclipse;Vim;Visual Studio Code,Linux-based,2,Yes,Strongly disagree,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,Yes,"No, I have one but it's out of date",0 (Not Likely),Yes
